Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-11 15:30:00+00:00,248.4573974609375,248.9600067138672,247.5449981689453,247.5800018310547,2380534,274.1000061035156,274.3460998535156,272.42999267578125,272.5,3452496,622.3651123046875,623.9600219726562,619.4000244140625,622.3699951171875,1416358,289.4049987792969,290.3550109863281,288.7900085449219,289.1499938964844,975039,112.33299255371094,112.89200592041016,112.25699615478516,112.5060043334961,176573
2025-11-11 16:30:00+00:00,247.60000610351562,248.47999572753906,247.22999572753906,248.26829528808594,1320221,272.510009765625,273.614990234375,271.7799987792969,273.31500244140625,2525614,622.4000244140625,625.5999755859375,621.732177734375,623.3800048828125,846209,289.17999267578125,290.6000061035156,288.7699890136719,290.0199890136719,831517,112.49949645996094,112.55899810791016,111.88999938964844,112.41899108886719,181061
2025-11-11 17:30:00+00:00,248.2736053466797,249.38999938964844,248.0,249.3260040283203,1560683,273.3299865722656,274.70001220703125,273.0299987792969,274.4800109863281,2634766,623.3699951171875,624.64990234375,623.2800903320312,624.1300048828125,657328,290.0299987792969,290.20001220703125,289.2699890136719,289.7900085449219,614277,112.40699768066406,113.19999694824219,112.40699768066406,113.0689926147461,208729
2025-11-11 18:30:00+00:00,249.30999755859375,249.74989318847656,249.1042938232422,249.3699951171875,1357003,274.489990234375,275.6600036621094,274.1600036621094,275.32000732421875,3455305,624.1300048828125,626.1500244140625,623.4000244140625,625.02001953125,783117,289.79998779296875,291.69000244140625,289.4200134277344,290.5899963378906,1003383,113.08199310302734,113.5999984741211,113.06099700927734,113.2750015258789,212113
2025-11-11 19:30:00+00:00,249.42999267578125,249.5,248.82000732421875,248.8800048828125,1253534,275.3299865722656,275.760009765625,275.04998779296875,275.25,2653431,625.1500244140625,626.8400268554688,625.0,626.6500244140625,653056,290.5899963378906,291.3399963378906,290.5299987792969,291.2099914550781,756962,113.2729263305664,113.74998474121094,113.23199462890625,113.65400695800781,195835
2025-11-11 20:30:00+00:00,248.8699951171875,249.47000122070312,248.75,249.13999938964844,1833631,275.239990234375,275.8450012207031,274.79998779296875,275.29998779296875,4039713,626.5599975585938,628.0,626.1801147460938,627.1799926757812,1018218,291.2300109863281,292.3399963378906,291.080810546875,291.7099914550781,1643758,113.65899658203125,113.92198181152344,113.49000549316406,113.65999603271484,966986
2025-11-12 14:30:00+00:00,250.18499755859375,250.3699951171875,245.5500030517578,245.9250030517578,5045151,275.07501220703125,275.239990234375,271.8699951171875,272.94000244140625,10718425,628.405029296875,628.989990234375,614.0,614.5900268554688,4427247,292.1700134277344,292.2699890136719,286.20001220703125,287.5199890136719,3474571,113.81700134277344,114.15299987792969,112.8270034790039,113.90799713134766,409424
2025-11-12 15:30:00+00:00,245.9250030517578,246.31500244140625,243.92999267578125,245.3000030517578,3243589,272.9100036621094,274.6099853515625,272.54998779296875,274.6000061035156,3328165,614.5800170898438,616.39990234375,607.77001953125,610.7899780273438,3530749,287.5,287.6499938964844,284.3800048828125,285.9700012207031,1778598,113.88850402832031,114.1500015258789,113.61500549316406,114.10400390625,313260
2025-11-12 16:30:00+00:00,245.27000427246094,245.71499633789062,244.16720581054688,245.1699981689453,1610983,274.5899963378906,274.8500061035156,273.7250061035156,274.3900146484375,2104341,610.8099975585938,613.780029296875,608.1500854492188,613.7349853515625,1814076,285.9700012207031,286.5199890136719,284.45001220703125,286.4205017089844,1136343,114.11940002441406,115.05999755859375,114.0770034790039,115.04399108886719,294275
2025-11-12 17:30:00+00:00,245.16000366210938,246.30499267578125,245.14999389648438,245.44869995117188,1739076,274.3800048828125,275.1400146484375,274.1199951171875,274.9800109863281,1642127,613.8200073242188,616.0899047851562,611.4199829101562,611.7000122070312,1271841,286.42498779296875,287.3999938964844,286.0,286.8399963378906,909402,115.04399108886719,115.83499908447266,115.02400207519531,115.66949462890625,434977
2025-11-12 18:30:00+00:00,245.4250030517578,245.88999938964844,245.0399932861328,245.08749389648438,1314668,274.989990234375,275.7300109863281,274.42999267578125,274.45001220703125,2013567,611.7000122070312,613.97998046875,610.5499877929688,612.7713012695312,1253648,286.8399963378906,287.1300048828125,286.2950134277344,286.6026916503906,700361,115.66231536865234,115.80000305175781,115.26200103759766,115.4482421875,257867
2025-11-12 19:30:00+00:00,245.07009887695312,245.36990356445312,244.43299865722656,245.16000366210938,1719465,274.45001220703125,274.69000244140625,273.5,274.04998779296875,2059500,612.72998046875,614.0499877929688,609.6099853515625,611.2899780273438,1542015,286.625,287.2460021972656,286.30999755859375,287.20001220703125,802366,115.46099853515625,116.19999694824219,115.35699462890625,116.11800384521484,313820
2025-11-12 20:30:00+00:00,245.13999938964844,245.3300018310547,243.75,244.25,9690051,274.04998779296875,274.3999938964844,272.9700012207031,273.4700012207031,3569857,611.2999877929688,612.0700073242188,607.7999877929688,609.1300048828125,1957837,287.2200012207031,287.9100036621094,286.9700012207031,287.4100036621094,1235131,116.10600280761719,116.4339828491211,115.46800231933594,115.76750183105469,408535
2025-11-13 14:30:00+00:00,243.10000610351562,243.72999572753906,240.7259979248047,242.53900146484375,4344807,274.2699890136719,276.6990051269531,273.2900085449219,273.7099914550781,10014720,613.0700073242188,617.6500244140625,609.6900024414062,614.5399780273438,3774745,282.9849853515625,283.510009765625,278.0,280.2550048828125,3291073,115.8499984741211,116.73299407958984,114.73299407958984,116.1364974975586,589184
2025-11-13 15:30:00+00:00,242.53500366210938,242.53500366210938,238.97000122070312,239.789794921875,3995083,273.7001037597656,274.19000244140625,272.17999267578125,274.037109375,3931506,614.530029296875,615.1994018554688,606.330078125,606.9500122070312,2394797,280.2099914550781,281.5199890136719,278.3699951171875,280.6600036621094,1501649,116.13749694824219,116.28999328613281,114.5689926147461,115.27299499511719,392286
2025-11-13 16:30:00+00:00,239.72999572753906,240.13999938964844,238.99000549316406,239.84500122070312,3602015,274.0299987792969,274.4898986816406,272.4599914550781,272.8599853515625,2339844,606.9000244140625,610.5,606.7999877929688,608.7949829101562,1396472,280.6400146484375,281.2900085449219,279.9800109863281,281.17401123046875,847764,115.2354965209961,115.625,115.1189956665039,115.53800201416016,252707
2025-11-13 17:30:00+00:00,239.80250549316406,239.99000549316406,237.8000030517578,238.07339477539062,3274156,272.8399963378906,273.32000732421875,272.5,272.5700988769531,1922883,608.8400268554688,609.3400268554688,604.3699951171875,604.9099731445312,1304772,281.260009765625,281.5400085449219,278.5299987792969,278.7749938964844,780891,115.50699615478516,115.7540054321289,114.6290054321289,115.31500244140625,196956
2025-11-13 18:30:00+00:00,238.11000061035156,239.1999969482422,237.8249969482422,239.0500030517578,2135092,272.55999755859375,273.8500061035156,272.1000061035156,273.5299987792969,3060900,604.881591796875,607.6199951171875,603.0,607.0850219726562,1408441,278.7699890136719,280.2300109863281,278.04998779296875,280.18499755859375,1039422,115.29949951171875,115.39250183105469,114.75789642333984,115.35600280761719,250436
2025-11-13 19:30:00+00:00,239.0500030517578,239.10000610351562,237.44000244140625,238.3990020751953,2138828,273.5350036621094,273.69000244140625,272.5450134277344,273.03961181640625,2603044,607.0700073242188,607.7999877929688,604.5599975585938,605.9400024414062,1261192,280.1499938964844,280.50201416015625,279.0299987792969,280.4150085449219,998506,115.3449935913086,115.7490005493164,115.18499755859375,115.44599914550781,230750
2025-11-13 20:30:00+00:00,238.38999938964844,238.97000122070312,236.52999877929688,237.5800018310547,3721588,273.0299987792969,273.6000061035156,272.5,273.0400085449219,3833536,605.969970703125,610.0,605.924072265625,609.9375,1449513,280.44000244140625,280.57000732421875,278.1199951171875,279.1300048828125,6786981,115.46299743652344,115.79300689697266,115.18499755859375,115.45899963378906,341643
2025-11-14 14:30:00+00:00,235.1199951171875,236.75,232.88999938964844,236.7100067138672,7334788,271.04998779296875,273.8900146484375,269.6000061035156,273.7591857910156,10617822,601.4650268554688,609.3800048828125,595.2000122070312,609.114990234375,4533844,271.9800109863281,277.5140075683594,271.4100036621094,277.2900085449219,4228630,114.22200012207031,114.22200012207031,110.72099304199219,111.63600158691406,866222
2025-11-14 15:30:00+00:00,236.6699981689453,238.72999572753906,236.39999389648438,238.2899932861328,3717221,273.7699890136719,274.6499938964844,273.20001220703125,274.6499938964844,3569903,609.1199951171875,612.0,606.9400024414062,611.3699951171875,1860480,277.2699890136719,279.06988525390625,276.9800109863281,278.9849853515625,1752618,111.63800048828125,112.24200439453125,111.11399841308594,111.52923583984375,399880
2025-11-14 16:30:00+00:00,238.32000732421875,238.32000732421875,237.22000122070312,237.55999755859375,2052351,274.6449890136719,275.9200134277344,273.54998779296875,275.7049865722656,4251993,611.3800048828125,612.9400024414062,607.7899780273438,611.26123046875,1675105,278.9599914550781,279.1499938964844,277.9200134277344,278.5400085449219,968294,111.52850341796875,112.00199890136719,110.92399597167969,111.73699951171875,371035
2025-11-14 17:30:00+00:00,237.50999450683594,237.6999969482422,235.77000427246094,236.20640563964844,2249917,275.7099914550781,275.95831298828125,274.2300109863281,274.5849914550781,1963757,611.2000122070312,611.739990234375,607.8200073242188,610.60498046875,1030837,278.5350036621094,278.9419860839844,276.8900146484375,277.79998779296875,955999,111.74699401855469,112.23299407958984,111.46700286865234,112.0979995727539,245943
2025-11-14 18:30:00+00:00,236.17999267578125,236.5,235.1999969482422,236.25509643554688,1697135,274.57000732421875,274.760009765625,273.8399963378906,273.9599914550781,1593851,610.5399780273438,613.02001953125,608.5001220703125,612.9899291992188,1242663,277.7799987792969,278.3800048828125,276.8299865722656,278.2300109863281,684070,112.093994140625,112.56370544433594,111.58000183105469,112.55699157714844,223313
2025-11-14 19:30:00+00:00,236.25999450683594,236.2899932861328,234.97999572753906,235.1999969482422,2610702,273.9700012207031,274.25,272.8900146484375,272.989990234375,2106336,612.8400268554688,613.6799926757812,608.8599853515625,610.0,1241172,278.2250061035156,278.6000061035156,277.0,277.17999267578125,824026,112.5541000366211,112.7800064086914,111.8060073852539,111.9439926147461,261411
2025-11-14 20:30:00+00:00,235.1999969482422,235.27999877929688,234.32000732421875,234.6999969482422,3812255,272.9700012207031,273.260009765625,272.1700134277344,272.4100036621094,3221940,609.97998046875,610.725830078125,607.8099975585938,609.8099975585938,1213767,277.1499938964844,277.55999755859375,276.29998779296875,276.989990234375,1086591,111.93199157714844,112.01298522949219,111.0260009765625,111.26800537109375,417278
