Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-30 15:30:00+00:00,93.63999938964844,93.97000122070312,93.34200286865234,93.90499877929688,2618416,272.5799865722656,273.32000732421875,272.4200134277344,272.85980224609375,1711221,231.30999755859375,232.0500030517578,230.91000366210938,231.86000061035156,1587907,314.3349914550781,315.81500244140625,314.0299987792969,315.5,779182,666.75,667.669921875,664.8099975585938,666.8900146484375,754881
2025-12-30 16:30:00+00:00,93.90850067138672,93.91000366210938,93.5999984741211,93.7750015258789,1473023,272.8299865722656,272.9200134277344,272.2799987792969,272.5899963378906,1582688,231.85000610351562,231.97340393066406,231.10000610351562,231.2949981689453,1194488,315.489990234375,315.7799987792969,314.6499938964844,314.8900146484375,554494,666.8916015625,667.0499877929688,665.239990234375,666.0100708007812,441647
2025-12-30 17:30:00+00:00,93.7750015258789,93.93000030517578,93.75,93.81439971923828,1380986,272.5899963378906,273.19000244140625,272.55999755859375,273.1000061035156,1137372,231.27999877929688,231.45899963378906,231.05960083007812,231.19569396972656,1106057,314.875,314.9200134277344,314.2130126953125,314.6499938964844,554958,666.0999755859375,667.0700073242188,665.5700073242188,667.0,387669
2025-12-30 18:30:00+00:00,93.81500244140625,93.95999908447266,93.70999908447266,93.8550033569336,1482870,273.1000061035156,273.52178955078125,273.0101013183594,273.3900146484375,1396303,231.17999267578125,231.86000061035156,231.08009338378906,231.6999053955078,1537866,314.6400146484375,315.0,314.3974914550781,314.8699951171875,507309,666.9299926757812,667.6199951171875,666.3200073242188,667.239990234375,423305
2025-12-30 19:30:00+00:00,93.8550033569336,93.9800033569336,93.71499633789062,93.77999877929688,1497216,273.3800048828125,273.4744873046875,273.0899963378906,273.1650085449219,1396305,231.6999969482422,231.8000030517578,231.22999572753906,231.74000549316406,1443287,314.9100036621094,315.3219909667969,314.489990234375,315.25,603213,667.2150268554688,667.7999877929688,666.469970703125,666.969970703125,487890
2025-12-30 20:30:00+00:00,93.78500366210938,93.91500091552734,93.67500305175781,93.79000091552734,1987471,273.1600036621094,273.2550048828125,272.739990234375,272.989990234375,2121973,231.75,232.77000427246094,231.75,232.48989868164062,2410712,315.2900085449219,315.3399963378906,314.5,314.54998779296875,1017070,666.989990234375,667.1199951171875,665.5499877929688,665.9099731445312,2981323
2025-12-31 14:30:00+00:00,93.66999816894531,94.12999725341797,93.19999694824219,93.44999694824219,3183561,273.3599853515625,273.67999267578125,272.2318115234375,272.489990234375,2706559,232.27000427246094,232.58999633789062,231.72999572753906,231.85879516601562,2874288,313.1593017578125,315.3900146484375,313.0199890136719,314.8599853515625,1642202,663.6409912109375,665.0,660.7899780273438,663.3350219726562,1041778
2025-12-31 15:30:00+00:00,93.45999908447266,93.7300033569336,93.33000183105469,93.69499969482422,1417855,272.4949951171875,272.5849914550781,271.760009765625,272.489990234375,1886713,231.8300018310547,231.8800048828125,230.72900390625,231.2100067138672,2011014,314.8599853515625,314.9200134277344,313.9599914550781,314.9200134277344,583401,663.3400268554688,663.7999877929688,661.2999877929688,663.6900024414062,851920
2025-12-31 16:30:00+00:00,93.69499969482422,94.25,93.64330291748047,94.11499786376953,2161999,272.489990234375,272.79998779296875,272.2699890136719,272.6700134277344,1322310,231.22000122070312,231.5316925048828,230.9600067138672,231.36000061035156,1138375,314.8900146484375,314.9100036621094,313.9700012207031,314.3699951171875,516062,663.6599731445312,663.97998046875,662.469970703125,662.7501220703125,384138
2025-12-31 17:30:00+00:00,94.12000274658203,94.1500015258789,93.88999938964844,94.07499694824219,1290297,272.6600036621094,273.1000061035156,272.54998779296875,272.625,1445671,231.35989379882812,231.64999389648438,231.3177032470703,231.63999938964844,1172815,314.385009765625,314.989990234375,313.9100036621094,314.9150085449219,545601,662.7999877929688,663.1799926757812,662.0399780273438,662.9697875976562,311952
2025-12-31 18:30:00+00:00,94.08000183105469,94.30500030517578,94.00029754638672,94.15499877929688,1170114,272.625,273.42999267578125,272.5799865722656,272.9609069824219,1456290,231.6501007080078,232.2100067138672,231.6199951171875,231.8800048828125,1435599,314.8500061035156,315.3599853515625,314.5899963378906,314.9800109863281,522696,663.0,663.9299926757812,662.1749877929688,662.3599853515625,413535
2025-12-31 19:30:00+00:00,94.15499877929688,94.19989776611328,93.69000244140625,93.79550170898438,6266835,272.97021484375,273.0068054199219,271.9599914550781,272.0799865722656,1417798,231.88999938964844,232.05470275878906,230.67999267578125,230.77999877929688,1733844,314.9599914550781,315.0199890136719,313.6099853515625,313.625,555864,662.3200073242188,662.6799926757812,659.8699951171875,660.1199951171875,480765
2025-12-31 20:30:00+00:00,93.79499816894531,93.92500305175781,93.66999816894531,93.76000213623047,0,272.0899963378906,272.75,271.75,271.8399963378906,2509865,230.7899932861328,231.23980712890625,230.6999969482422,230.83999633789062,1767594,313.6000061035156,314.4100036621094,313.29998779296875,313.79010009765625,995569,660.1199951171875,661.27001953125,659.4400024414062,659.9000244140625,744764
2026-01-02 14:30:00+00:00,94.0,94.0542984008789,91.79000091552734,92.26499938964844,6502857,272.0,277.8247985839844,272.0,273.3900146484375,7596139,231.0,235.45799255371094,226.86000061035156,227.52499389648438,11034224,318.125,322.9137878417969,314.3999938964844,314.8299865722656,5235431,664.0,664.2000122070312,653.6400146484375,654.5460205078125,2024863
2026-01-02 15:30:00+00:00,92.26499938964844,92.77999877929688,91.02999877929688,91.17009735107422,4139572,273.3699951171875,273.3900146484375,269.8299865722656,270.3245849609375,4078484,227.50999450683594,228.7100067138672,224.82000732421875,225.88999938964844,6371169,314.82000732421875,317.114990234375,310.82501220703125,311.17498779296875,2165320,654.4600219726562,657.0599975585938,643.5,646.489990234375,1757713
2026-01-02 16:30:00+00:00,91.18000030517578,91.4000015258789,90.94000244140625,91.19609832763672,2786047,270.29998779296875,270.9599914550781,269.1099853515625,270.1499938964844,2431873,225.8699951171875,226.8800048828125,225.3699951171875,226.7064971923828,3569286,311.1300048828125,313.80499267578125,310.6499938964844,313.80499267578125,1206013,646.4099731445312,651.47998046875,645.6599731445312,651.4600219726562,1065465
2026-01-02 17:30:00+00:00,91.19390106201172,91.2249984741211,90.82499694824219,90.99500274658203,2477924,270.17999267578125,270.4800109863281,269.7300109863281,270.0799865722656,1780091,226.69000244140625,226.85000610351562,225.50999450683594,225.6199951171875,2420060,313.8299865722656,314.6700134277344,313.3699951171875,314.4150085449219,902099,651.4299926757812,652.1699829101562,649.8701171875,650.719970703125,823067
2026-01-02 18:30:00+00:00,90.99500274658203,91.4800033569336,90.92500305175781,91.44999694824219,2052350,270.0899963378906,270.2499084472656,269.0199890136719,270.1300048828125,2020830,225.61000061035156,226.58999633789062,224.6999969482422,226.4499969482422,2569676,314.42401123046875,315.3500061035156,313.760009765625,315.2327880859375,986262,650.6400756835938,652.5900268554688,648.4199829101562,652.3159790039062,576867
2026-01-02 19:30:00+00:00,91.45999908447266,91.54000091552734,91.16000366210938,91.29499816894531,2195813,270.1400146484375,270.8399963378906,270.0899963378906,270.510009765625,2106622,226.4499969482422,226.77000427246094,226.17999267578125,226.47999572753906,2381765,315.2099914550781,315.989990234375,314.57000732421875,315.3800048828125,1025161,652.3200073242188,653.5599975585938,650.7999877929688,651.3900146484375,590017
2026-01-02 20:30:00+00:00,91.29989624023438,91.4000015258789,90.8104019165039,90.9749984741211,3175033,270.5299987792969,271.04998779296875,270.3500061035156,270.9800109863281,2650904,226.47999572753906,226.73680114746094,226.0,226.5,2811675,315.4800109863281,315.510009765625,314.5400085449219,315.32000732421875,1199916,651.4199829101562,651.9000244140625,649.7000122070312,650.739990234375,833875
