Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-02 15:30:00+00:00,234.72000122070312,238.97000122070312,234.2100067138672,234.39010620117188,8194657,642.3200073242188,645.8499755859375,638.75,639.468994140625,1270310,108.16000366210938,108.62999725341797,107.81999969482422,107.92500305175781,1887054,284.5400085449219,287.3999938964844,284.1499938964844,285.5400085449219,6214915,316.5880126953125,318.4800109863281,314.2200012207031,314.860107421875,2203455
2025-12-02 16:30:00+00:00,234.39999389648438,236.39999389648438,233.5500030517578,236.19000244140625,4089566,639.25,645.6199951171875,638.2000122070312,644.8300170898438,848008,107.91999816894531,108.44999694824219,107.5199966430664,108.44999694824219,1634196,285.5400085449219,285.9999084472656,284.8299865722656,285.8699951171875,2847056,314.80999755859375,316.20001220703125,314.40008544921875,315.989990234375,1186186
2025-12-02 17:30:00+00:00,236.1999969482422,236.32000732421875,234.66600036621094,235.16000366210938,2161045,644.864013671875,646.8900146484375,642.9000244140625,645.8900146484375,709671,108.45999908447266,109.16999816894531,108.45149993896484,108.95999908447266,1377594,285.8800048828125,286.3399963378906,284.94000244140625,285.2149963378906,2725658,316.010009765625,316.70001220703125,314.45001220703125,316.5,1275012
2025-12-02 18:30:00+00:00,235.14999389648438,235.33999633789062,234.5399932861328,234.9821014404297,1748362,645.7999877929688,647.6699829101562,644.510009765625,646.239990234375,653026,108.95500183105469,109.45999908447266,108.76000213623047,109.31999969482422,1523039,285.20001220703125,286.1300048828125,285.0150146484375,285.625,2146948,316.42999267578125,317.2699890136719,316.05999755859375,316.8843078613281,777753
2025-12-02 19:30:00+00:00,234.97999572753906,235.5800018310547,234.75999450683594,235.5,1942265,646.0599975585938,647.3599243164062,645.5499877929688,647.0050048828125,608568,109.31999969482422,109.62999725341797,109.2750015258789,109.54000091552734,1194338,285.6000061035156,286.82000732421875,285.5801086425781,286.239990234375,2898388,316.80999755859375,317.260009765625,315.739990234375,316.0,819999
2025-12-02 20:30:00+00:00,235.5,235.64999389648438,234.28500366210938,234.3699951171875,2719153,647.0399780273438,647.8699951171875,646.260009765625,647.0900268554688,882700,109.54499816894531,109.7300033569336,109.16000366210938,109.33499908447266,1879108,286.239990234375,286.6099853515625,285.7099914550781,286.2300109863281,3132652,315.9599914550781,316.30999755859375,315.30999755859375,316.07000732421875,1187811
2025-12-03 14:30:00+00:00,233.35000610351562,233.3800048828125,230.63999938964844,231.39999389648438,7330773,644.4099731445312,648.8499145507812,641.6118774414062,643.4041748046875,1590547,106.57499694824219,106.87000274658203,102.02999877929688,102.86499786376953,11991978,286.20001220703125,288.6099853515625,285.8999938964844,287.34051513671875,6627228,316.05999755859375,319.1600036621094,314.2799987792969,317.9150085449219,3546038
2025-12-03 15:30:00+00:00,231.3800048828125,233.19000244140625,231.0,232.18069458007812,3572833,643.2750244140625,644.8399047851562,641.8200073242188,642.5800170898438,944738,102.87000274658203,103.73999786376953,102.51000213623047,103.50499725341797,5459911,287.32000732421875,287.5899963378906,285.75,286.4100036621094,3581593,317.8900146484375,320.44049072265625,317.4419860839844,319.5350036621094,2686121
2025-12-03 16:30:00+00:00,232.2100067138672,232.7899932861328,231.84500122070312,232.47000122070312,1757102,642.5499877929688,645.8300170898438,642.4949951171875,645.8233032226562,663862,103.50499725341797,103.83999633789062,103.20999908447266,103.80000305175781,2795629,286.4200134277344,286.82000732421875,285.5,286.385009765625,2126959,319.510009765625,321.25,319.3949890136719,320.67999267578125,1901138
2025-12-03 17:30:00+00:00,232.47000122070312,232.63499450683594,231.89999389648438,231.9600067138672,1609332,645.77001953125,645.9199829101562,644.27001953125,644.7000122070312,408413,103.80000305175781,103.81999969482422,103.3499984741211,103.56500244140625,2449917,286.3500061035156,286.44000244140625,285.3399963378906,285.6792907714844,2127386,320.6099853515625,321.8320007324219,320.20001220703125,321.5050048828125,1116778
2025-12-03 18:30:00+00:00,231.97999572753906,232.4250030517578,231.8000030517578,231.92489624023438,1532776,644.614990234375,645.2999877929688,643.1838989257812,644.1849975585938,474190,103.56999969482422,103.66449737548828,103.08000183105469,103.39990234375,2592187,285.67999267578125,285.94000244140625,284.8843078613281,285.2099914550781,1618603,321.6199951171875,322.0400085449219,320.82000732421875,320.8599853515625,1158009
2025-12-03 19:30:00+00:00,231.9199981689453,232.64999389648438,231.72999572753906,232.61000061035156,1899280,644.239990234375,645.3200073242188,643.8800048828125,644.1181030273438,551421,103.3949966430664,104.30999755859375,103.33999633789062,104.18499755859375,3564960,285.2300109863281,285.2499084472656,284.2749938964844,284.55499267578125,11158331,320.8599853515625,321.79998779296875,320.3915100097656,321.7799987792969,962182
2025-12-03 20:30:00+00:00,232.60000610351562,232.76499938964844,232.27000427246094,232.3699951171875,2574866,644.0349731445312,644.27001953125,638.5999755859375,639.739990234375,1310744,104.18000030517578,104.27999877929688,103.5999984741211,103.97000122070312,4121724,284.54998779296875,284.70001220703125,283.5400085449219,284.1499938964844,0,321.739990234375,321.8070068359375,320.3699951171875,320.5400085449219,2631653
2025-12-04 14:30:00+00:00,232.63999938964844,233.5,228.05999755859375,228.77499389648438,7888562,675.9000244140625,676.0,660.1099853515625,665.72998046875,10059794,103.48500061035156,103.63999938964844,102.26000213623047,102.54000091552734,9053564,284.1099853515625,284.7300109863281,280.2699890136719,281.2250061035156,6410843,323.0350036621094,323.0350036621094,315.6000061035156,317.510009765625,4390383
2025-12-04 15:30:00+00:00,228.75999450683594,228.87840270996094,226.8000030517578,227.89999389648438,6415080,665.6500244140625,667.5900268554688,662.0800170898438,664.8499755859375,2532344,102.53500366210938,102.83999633789062,102.06999969482422,102.12000274658203,5711567,281.2099914550781,281.6000061035156,279.80999755859375,280.2799987792969,2986361,317.44000244140625,317.7799987792969,315.9549865722656,316.80999755859375,1177250
2025-12-04 16:30:00+00:00,227.8636016845703,227.9600067138672,227.1300048828125,227.1699981689453,3404612,664.739990234375,669.6699829101562,664.4600219726562,668.1900024414062,1608145,102.11499786376953,102.54000091552734,101.7699966430664,102.27999877929688,4164476,280.2850036621094,280.9335021972656,279.93780517578125,280.114990234375,2285394,316.7699890136719,317.7040100097656,316.6300048828125,317.06500244140625,1003034
2025-12-04 17:30:00+00:00,227.1999969482422,228.3699951171875,227.11000061035156,228.3000030517578,2964488,668.2050170898438,668.3400268554688,661.8699951171875,664.7650146484375,1307691,102.28500366210938,103.11000061035156,102.20999908447266,102.96890258789062,3153877,280.1300048828125,280.4866943359375,279.6400146484375,280.0050048828125,1806229,317.0775146484375,318.6549987792969,316.4800109863281,317.68499755859375,882040
2025-12-04 18:30:00+00:00,228.2899932861328,228.9600067138672,227.89500427246094,228.30999755859375,2892836,664.7100219726562,665.489990234375,662.260009765625,662.7999267578125,879092,102.96499633789062,103.29000091552734,102.80999755859375,103.06500244140625,2575441,279.989990234375,280.1000061035156,278.5899963378906,278.8599853515625,2574486,317.6000061035156,318.1499938964844,316.7300109863281,317.281005859375,805792
2025-12-04 19:30:00+00:00,228.30999755859375,229.4499969482422,228.1750030517578,228.7082061767578,2591626,662.6300048828125,664.2050170898438,660.0499877929688,660.6343994140625,1141839,103.05999755859375,103.55000305175781,103.02999877929688,103.4197998046875,2127964,278.8599853515625,280.7300109863281,278.82000732421875,280.125,2807996,317.2699890136719,318.260009765625,317.19000244140625,317.9949951171875,912064
2025-12-04 20:30:00+00:00,228.7100067138672,229.25999450683594,228.0,229.10000610351562,2721209,660.5499877929688,662.8399047851562,660.1300048828125,661.72998046875,10384349,103.41000366210938,103.80000305175781,102.79000091552734,103.22000122070312,3921154,280.1199951171875,280.69000244140625,279.5799865722656,280.6499938964844,3165508,317.9700012207031,318.44000244140625,317.5,318.3900146484375,1250120
2025-12-05 14:30:00+00:00,230.3800048828125,231.1699981689453,229.80999755859375,230.9384002685547,4965629,664.5,673.5,662.4149780273438,670.9849853515625,3614338,98.69000244140625,104.7300033569336,97.73999786376953,104.66500091552734,29574869,280.5400085449219,281.1400146484375,279.2699890136719,280.4551086425781,4393145,320.0,323.8299865722656,320.0,322.4649963378906,3363481
2025-12-05 15:30:00+00:00,230.94000244140625,231.24000549316406,229.4499969482422,229.6739959716797,2554794,670.9849853515625,673.0,667.6500244140625,668.6500244140625,1284282,104.66000366210938,104.79000091552734,100.43000030517578,100.5199966430664,14309801,280.4599914550781,280.9800109863281,279.2900085449219,279.2950134277344,3579247,322.489990234375,322.75,319.9849853515625,320.8789978027344,1594421
2025-12-05 16:30:00+00:00,229.64999389648438,229.81500244140625,229.1300048828125,229.38999938964844,1806782,668.6500244140625,674.6900024414062,667.8400268554688,673.6380004882812,2046790,100.5,100.72000122070312,99.5,99.94999694824219,11059580,279.29998779296875,279.3399963378906,278.114990234375,278.31500244140625,2319755,320.8599853515625,322.989990234375,320.2200012207031,321.8500061035156,1103657
2025-12-05 17:30:00+00:00,229.38999938964844,229.88999938964844,228.72000122070312,229.83999633789062,1791182,673.719970703125,674.030029296875,670.6699829101562,672.0,768203,99.95500183105469,100.18000030517578,99.3499984741211,99.68499755859375,8049901,278.31500244140625,279.4801025390625,278.04998779296875,279.44000244140625,1693305,321.80999755859375,321.97198486328125,320.9200134277344,321.6600036621094,866925
2025-12-05 18:30:00+00:00,229.8300018310547,229.97000122070312,229.5399932861328,229.6750030517578,1210054,672.0499877929688,673.4761962890625,670.010009765625,672.5399780273438,812231,99.68990325927734,100.63490295410156,99.41999816894531,100.375,8006199,279.4800109863281,279.57000732421875,278.5849914550781,279.2337951660156,1553832,321.6499938964844,321.7200012207031,320.80999755859375,321.07501220703125,769594
2025-12-05 19:30:00+00:00,229.6699981689453,229.86000061035156,229.1300048828125,229.25999450683594,1444485,672.532470703125,673.8198852539062,670.7999877929688,672.7100219726562,1111957,100.37999725341797,100.9800033569336,100.1500015258789,100.61000061035156,8070497,279.2300109863281,279.29998779296875,278.5400085449219,278.8013916015625,1937238,321.1000061035156,321.4700012207031,320.8500061035156,321.0400085449219,632008
2025-12-05 20:30:00+00:00,229.25,229.63999938964844,228.5469970703125,229.5500030517578,2699426,672.7000122070312,673.7999877929688,671.719970703125,673.4600219726562,1167517,100.61000061035156,100.66000366210938,99.75,100.2300033569336,7964291,278.79998779296875,279.0249938964844,278.19000244140625,278.7900085449219,2719470,321.07000732421875,322.30999755859375,320.9800109863281,322.05999755859375,1490325
