Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-12 15:30:00+00:00,272.9100036621094,274.6099853515625,272.54998779296875,274.6000061035156,3328165,113.88850402832031,114.1500015258789,113.61500549316406,114.10400390625,313260,287.5,287.6499938964844,284.3800048828125,285.9700012207031,1778598,614.5800170898438,616.39990234375,607.77001953125,610.7899780273438,3530749,245.9250030517578,246.31500244140625,243.92999267578125,245.3000030517578,3243589
2025-11-12 16:30:00+00:00,274.5899963378906,274.8500061035156,273.7250061035156,274.3900146484375,2104341,114.11940002441406,115.05999755859375,114.0770034790039,115.04399108886719,294275,285.9700012207031,286.5199890136719,284.45001220703125,286.4205017089844,1136343,610.8099975585938,613.780029296875,608.1500854492188,613.7349853515625,1814076,245.27000427246094,245.71499633789062,244.16720581054688,245.1699981689453,1610983
2025-11-12 17:30:00+00:00,274.3800048828125,275.1400146484375,274.1199951171875,274.9800109863281,1642127,115.04399108886719,115.83499908447266,115.02400207519531,115.66949462890625,434977,286.42498779296875,287.3999938964844,286.0,286.8399963378906,909402,613.8200073242188,616.0899047851562,611.4199829101562,611.7000122070312,1271841,245.16000366210938,246.30499267578125,245.14999389648438,245.44869995117188,1739076
2025-11-12 18:30:00+00:00,274.989990234375,275.7300109863281,274.42999267578125,274.45001220703125,2013567,115.66231536865234,115.80000305175781,115.26200103759766,115.4482421875,257867,286.8399963378906,287.1300048828125,286.2950134277344,286.6026916503906,700361,611.7000122070312,613.97998046875,610.5499877929688,612.7713012695312,1253648,245.4250030517578,245.88999938964844,245.0399932861328,245.08749389648438,1314668
2025-11-12 19:30:00+00:00,274.45001220703125,274.69000244140625,273.5,274.04998779296875,2059500,115.46099853515625,116.19999694824219,115.35699462890625,116.11800384521484,313820,286.625,287.2460021972656,286.30999755859375,287.20001220703125,802366,612.72998046875,614.0499877929688,609.6099853515625,611.2899780273438,1542015,245.07009887695312,245.36990356445312,244.43299865722656,245.16000366210938,1719465
2025-11-12 20:30:00+00:00,274.04998779296875,274.3999938964844,272.9700012207031,273.4700012207031,3569857,116.10600280761719,116.4339828491211,115.46800231933594,115.76750183105469,408535,287.2200012207031,287.9100036621094,286.9700012207031,287.4100036621094,1235131,611.2999877929688,612.0700073242188,607.7999877929688,609.1300048828125,1957837,245.13999938964844,245.3300018310547,243.75,244.25,9690051
2025-11-13 14:30:00+00:00,274.2699890136719,276.6990051269531,273.2900085449219,273.7099914550781,10014720,115.8499984741211,116.73299407958984,114.73299407958984,116.1364974975586,589184,282.9849853515625,283.510009765625,278.0,280.2550048828125,3291073,613.0700073242188,617.6500244140625,609.6900024414062,614.5399780273438,3774745,243.10000610351562,243.72999572753906,240.7259979248047,242.53900146484375,4344807
2025-11-13 15:30:00+00:00,273.7001037597656,274.19000244140625,272.17999267578125,274.037109375,3931506,116.13749694824219,116.28999328613281,114.5689926147461,115.27299499511719,392286,280.2099914550781,281.5199890136719,278.3699951171875,280.6600036621094,1501649,614.530029296875,615.1994018554688,606.330078125,606.9500122070312,2394797,242.53500366210938,242.53500366210938,238.97000122070312,239.789794921875,3995083
2025-11-13 16:30:00+00:00,274.0299987792969,274.4898986816406,272.4599914550781,272.8599853515625,2339844,115.2354965209961,115.625,115.1189956665039,115.53800201416016,252707,280.6400146484375,281.2900085449219,279.9800109863281,281.17401123046875,847764,606.9000244140625,610.5,606.7999877929688,608.7949829101562,1396472,239.72999572753906,240.13999938964844,238.99000549316406,239.84500122070312,3602015
2025-11-13 17:30:00+00:00,272.8399963378906,273.32000732421875,272.5,272.5700988769531,1922883,115.50699615478516,115.7540054321289,114.6290054321289,115.31500244140625,196956,281.260009765625,281.5400085449219,278.5299987792969,278.7749938964844,780891,608.8400268554688,609.3400268554688,604.3699951171875,604.9099731445312,1304772,239.80250549316406,239.99000549316406,237.8000030517578,238.07339477539062,3274156
2025-11-13 18:30:00+00:00,272.55999755859375,273.8500061035156,272.1000061035156,273.5299987792969,3060900,115.29949951171875,115.39250183105469,114.75789642333984,115.35600280761719,250436,278.7699890136719,280.2300109863281,278.04998779296875,280.18499755859375,1039422,604.881591796875,607.6199951171875,603.0,607.0850219726562,1408441,238.11000061035156,239.1999969482422,237.8249969482422,239.0500030517578,2135092
2025-11-13 19:30:00+00:00,273.5350036621094,273.69000244140625,272.5450134277344,273.03961181640625,2603044,115.3449935913086,115.7490005493164,115.18499755859375,115.44599914550781,230750,280.1499938964844,280.50201416015625,279.0299987792969,280.4150085449219,998506,607.0700073242188,607.7999877929688,604.5599975585938,605.9400024414062,1261192,239.0500030517578,239.10000610351562,237.44000244140625,238.3990020751953,2138828
2025-11-13 20:30:00+00:00,273.0299987792969,273.6000061035156,272.5,273.0400085449219,3833536,115.46299743652344,115.79300689697266,115.18499755859375,115.45899963378906,341643,280.44000244140625,280.57000732421875,278.1199951171875,279.1300048828125,6786981,605.969970703125,610.0,605.924072265625,609.9375,1449513,238.38999938964844,238.97000122070312,236.52999877929688,237.5800018310547,3721588
2025-11-14 14:30:00+00:00,271.04998779296875,273.8900146484375,269.6000061035156,273.7591857910156,10617822,114.22200012207031,114.22200012207031,110.72099304199219,111.63600158691406,866222,271.9800109863281,277.5140075683594,271.4100036621094,277.2900085449219,4228630,601.4650268554688,609.3800048828125,595.2000122070312,609.114990234375,4533844,235.1199951171875,236.75,232.88999938964844,236.7100067138672,7334788
2025-11-14 15:30:00+00:00,273.7699890136719,274.6499938964844,273.20001220703125,274.6499938964844,3569903,111.63800048828125,112.24200439453125,111.11399841308594,111.52923583984375,399880,277.2699890136719,279.06988525390625,276.9800109863281,278.9849853515625,1752618,609.1199951171875,612.0,606.9400024414062,611.3699951171875,1860480,236.6699981689453,238.72999572753906,236.39999389648438,238.2899932861328,3717221
2025-11-14 16:30:00+00:00,274.6449890136719,275.9200134277344,273.54998779296875,275.7049865722656,4251993,111.52850341796875,112.00199890136719,110.92399597167969,111.73699951171875,371035,278.9599914550781,279.1499938964844,277.9200134277344,278.5400085449219,968294,611.3800048828125,612.9400024414062,607.7899780273438,611.26123046875,1675105,238.32000732421875,238.32000732421875,237.22000122070312,237.55999755859375,2052351
2025-11-14 17:30:00+00:00,275.7099914550781,275.95831298828125,274.2300109863281,274.5849914550781,1963757,111.74699401855469,112.23299407958984,111.46700286865234,112.0979995727539,245943,278.5350036621094,278.9419860839844,276.8900146484375,277.79998779296875,955999,611.2000122070312,611.739990234375,607.8200073242188,610.60498046875,1030837,237.50999450683594,237.6999969482422,235.77000427246094,236.20640563964844,2249917
2025-11-14 18:30:00+00:00,274.57000732421875,274.760009765625,273.8399963378906,273.9599914550781,1593851,112.093994140625,112.56370544433594,111.58000183105469,112.55699157714844,223313,277.7799987792969,278.3800048828125,276.8299865722656,278.2300109863281,684070,610.5399780273438,613.02001953125,608.5001220703125,612.9899291992188,1242663,236.17999267578125,236.5,235.1999969482422,236.25509643554688,1697135
2025-11-14 19:30:00+00:00,273.9700012207031,274.25,272.8900146484375,272.989990234375,2106336,112.5541000366211,112.7800064086914,111.8060073852539,111.9439926147461,261411,278.2250061035156,278.6000061035156,277.0,277.17999267578125,824026,612.8400268554688,613.6799926757812,608.8599853515625,610.0,1241172,236.25999450683594,236.2899932861328,234.97999572753906,235.1999969482422,2610702
2025-11-14 20:30:00+00:00,272.9700012207031,273.260009765625,272.1700134277344,272.4100036621094,3221940,111.93199157714844,112.01298522949219,111.0260009765625,111.26800537109375,417278,277.1499938964844,277.55999755859375,276.29998779296875,276.989990234375,1086591,609.97998046875,610.725830078125,607.8099975585938,609.8099975585938,1213767,235.1999969482422,235.27999877929688,234.32000732421875,234.6999969482422,3812255
2025-11-17 14:30:00+00:00,268.7200012207031,270.489990234375,267.0,269.2799987792969,8509806,110.77999877929688,111.8499984741211,110.06999969482422,111.02999877929688,4796429,286.135009765625,294.5,285.6600036621094,290.8999938964844,9825496,609.0349731445312,611.6900024414062,603.1400146484375,607.4000244140625,2585815,232.94500732421875,234.60000610351562,229.60000610351562,230.72500610351562,11162624
2025-11-17 15:30:00+00:00,269.2300109863281,269.3900146484375,266.6499938964844,267.8799133300781,3379761,111.02580261230469,111.37000274658203,109.62999725341797,110.37000274658203,2212014,290.8999938964844,291.5299987792969,287.42999267578125,288.45001220703125,2897454,607.3001098632812,608.4799194335938,603.6599731445312,606.2999877929688,1127617,230.6999969482422,232.5,229.19000244140625,232.4199981689453,6793002
2025-11-17 16:30:00+00:00,267.8500061035156,269.54998779296875,267.82000732421875,268.9200134277344,2089997,110.36990356445312,111.47000122070312,110.30999755859375,111.20999908447266,1724155,288.4704895019531,290.3599853515625,288.29998779296875,289.0118103027344,2043947,606.25,608.8200073242188,605.77001953125,606.8499755859375,848823,232.4499969482422,233.8249969482422,231.0,233.52000427246094,4128759
2025-11-17 17:30:00+00:00,268.94000244140625,269.3500061035156,267.44000244140625,267.7799987792969,1923442,111.2300033569336,111.28990173339844,110.4000015258789,110.5947036743164,997802,289.0799865722656,289.1600036621094,285.8800048828125,286.29998779296875,1735483,606.7999877929688,607.3300170898438,602.8499755859375,604.4500122070312,1142893,233.52439880371094,234.02999877929688,231.86000061035156,232.0,2375447
2025-11-17 18:30:00+00:00,267.7699890136719,268.3399963378906,266.8599853515625,267.2900085449219,2030991,110.58000183105469,110.80999755859375,109.69100189208984,109.85820007324219,1393752,286.2900085449219,287.4150085449219,284.78009033203125,285.6199035644531,1551909,604.5,606.4000244140625,599.0430297851562,600.1500244140625,1256188,231.99000549316406,232.77000427246094,230.5399932861328,231.39930725097656,2231460
2025-11-17 19:30:00+00:00,267.2950134277344,267.3800048828125,265.7300109863281,266.44000244140625,2737988,109.8550033569336,110.47000122070312,109.55000305175781,110.23500061035156,1543491,285.5950012207031,285.6400146484375,284.2300109863281,285.30999755859375,1789662,600.1649780273438,600.6099853515625,595.4000244140625,596.9487915039062,1772924,231.38999938964844,231.69000244140625,230.3800048828125,231.66000366210938,2412376
2025-11-17 20:30:00+00:00,266.44000244140625,267.5799865722656,266.19000244140625,267.4599914550781,3487816,110.25,110.54900360107422,109.66999816894531,110.33000183105469,2103861,285.3399963378906,286.2200012207031,284.9599914550781,285.6000061035156,1769940,597.0,602.0499877929688,596.27001953125,601.8400268554688,1550945,231.69000244140625,233.00999450683594,231.69000244140625,232.88999938964844,2731459
