Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-26 15:30:00+00:00,230.51499938964844,231.30999755859375,230.1199951171875,231.0841064453125,2659243,106.08999633789062,106.66999816894531,106.04000091552734,106.30000305175781,2328286,277.7900085449219,279.1400146484375,276.80999755859375,279.0101013183594,2510611,318.2900085449219,320.45831298828125,317.510009765625,319.635009765625,2653850,635.4000244140625,638.2000122070312,634.510009765625,637.1900024414062,1076706
2025-11-26 16:30:00+00:00,231.0998992919922,231.74740600585938,230.66000366210938,230.8800048828125,2039562,106.30000305175781,106.94999694824219,106.02999877929688,106.61000061035156,1699400,279.0299987792969,279.5299987792969,278.8699951171875,279.0790100097656,2586354,319.6600036621094,320.20599365234375,318.489990234375,319.0899963378906,1991156,637.2999877929688,638.3300170898438,635.0700073242188,636.739990234375,907633
2025-11-26 17:30:00+00:00,230.88330078125,230.99000549316406,229.44000244140625,230.7100067138672,2174338,106.625,106.6500015258789,106.01000213623047,106.45500183105469,1311396,279.07000732421875,279.2900085449219,278.0950012207031,278.54998779296875,1871279,319.0899963378906,319.7900085449219,318.2699890136719,319.6300048828125,1462437,636.739990234375,637.030029296875,633.8099975585938,635.5999755859375,731722
2025-11-26 18:30:00+00:00,230.72430419921875,230.7449951171875,229.28939819335938,229.56500244140625,2207386,106.46219635009766,106.5250015258789,106.05000305175781,106.21009826660156,1083115,278.55999755859375,278.581787109375,277.92498779296875,278.260009765625,1426945,319.6300048828125,319.6700134277344,318.82000732421875,319.1499938964844,1134959,635.5499877929688,635.5499877929688,633.219970703125,633.9000244140625,657870
2025-11-26 19:30:00+00:00,229.57000732421875,229.7899932861328,229.0449981689453,229.42999267578125,2275778,106.22000122070312,106.33999633789062,105.81999969482422,105.86499786376953,1436535,278.2601013183594,278.94000244140625,278.010009765625,278.0799865722656,1953254,319.1700134277344,319.7850036621094,318.70001220703125,319.6520080566406,1298734,633.9199829101562,634.75,633.4600219726562,634.2050170898438,736714
2025-11-26 20:30:00+00:00,229.4199981689453,229.80999755859375,229.05999755859375,229.1199951171875,2284974,105.86100006103516,106.22000122070312,105.8499984741211,106.12000274658203,1782615,278.07000732421875,278.29998779296875,277.1499938964844,277.4700012207031,9116002,319.6499938964844,320.79998779296875,319.5,320.2799987792969,1926714,634.2050170898438,634.8599853515625,633.0700073242188,633.5499877929688,798363
2025-11-28 14:30:00+00:00,231.21499633789062,232.2100067138672,230.22999572753906,231.47999572753906,4867303,106.5,107.55000305175781,106.25,107.44000244140625,3326926,277.260009765625,278.23919677734375,276.0199890136719,276.260009765625,4040463,323.25,326.8800048828125,317.40008544921875,318.0799865722656,6500875,637.27001953125,643.1099853515625,635.5,641.385009765625,2303815
2025-11-28 15:30:00+00:00,231.47999572753906,232.5449981689453,231.22000122070312,231.94000244140625,2371103,107.43499755859375,107.88999938964844,107.12000274658203,107.44000244140625,1870904,276.2900085449219,276.9198913574219,275.989990234375,276.25,1743837,318.1199035644531,319.4967041015625,316.94000244140625,317.4700012207031,2420683,641.340087890625,645.4500122070312,641.0,644.4949951171875,1509962
2025-11-28 16:30:00+00:00,231.93499755859375,232.8800048828125,231.8699951171875,232.10450744628906,2322322,107.44000244140625,107.94000244140625,107.37999725341797,107.5250015258789,1473899,276.2449951171875,277.16009521484375,275.98651123046875,277.04998779296875,1791406,317.45001220703125,320.1050109863281,317.2101135253906,319.7200012207031,1624828,644.3699951171875,646.25,643.3300170898438,645.2999877929688,1048681
2025-12-01 14:30:00+00:00,233.21499633789062,235.7969970703125,232.60000610351562,232.8800048828125,7486323,106.5,108.43000030517578,106.30999755859375,107.91000366210938,3141668,278.1499938964844,278.7699890136719,276.1400146484375,278.14208984375,5114373,317.2699890136719,319.6300048828125,314.4100036621094,317.010009765625,5378317,639.5449829101562,645.2949829101562,637.760009765625,639.4949951171875,2268278
2025-12-01 15:30:00+00:00,232.8699951171875,234.3614044189453,232.25,233.97000122070312,3030989,107.90499877929688,108.73999786376953,107.72000122070312,108.38009643554688,1918590,278.1000061035156,278.4801025390625,277.30499267578125,277.9200134277344,1731132,316.9800109863281,318.6300048828125,315.4700012207031,316.81500244140625,1936805,639.4400024414062,642.7694702148438,638.4000244140625,642.7349853515625,1215559
2025-12-01 16:30:00+00:00,233.97000122070312,234.47000122070312,233.88999938964844,234.36500549316406,2172750,108.4000015258789,108.80500030517578,108.30999755859375,108.55999755859375,1236410,277.8999938964844,279.8900146484375,277.8900146484375,279.7705078125,2091919,316.9049987792969,318.3299865722656,316.78009033203125,317.82501220703125,1200955,642.780029296875,644.8599853515625,642.6099853515625,643.510009765625,522420
2025-12-01 17:30:00+00:00,234.36000061035156,235.22999572753906,234.16000366210938,234.96009826660156,2276578,108.55999755859375,109.13999938964844,108.4749984741211,108.90660095214844,1329305,279.7749938964844,280.6400146484375,279.4599914550781,280.58819580078125,2222347,317.80999755859375,318.4779968261719,317.2250061035156,317.2817077636719,1157280,643.530029296875,644.239990234375,641.4400024414062,641.6749877929688,518315
2025-12-01 18:30:00+00:00,234.97999572753906,235.49000549316406,234.0989990234375,234.17999267578125,2549868,108.9000015258789,108.93000030517578,108.52999877929688,108.61000061035156,984482,280.590087890625,281.2200012207031,280.45001220703125,280.8900146484375,2919865,317.32000732421875,317.989990234375,315.9117126464844,316.2300109863281,1335415,641.6799926757812,643.1500244140625,641.2000122070312,642.3380126953125,639386
2025-12-01 19:30:00+00:00,234.16000366210938,234.55999755859375,233.52000427246094,234.4781951904297,2132741,108.5999984741211,109.18000030517578,108.44000244140625,109.05999755859375,1425883,280.8800048828125,281.94000244140625,280.7099914550781,281.9100036621094,2916696,316.239990234375,316.8346862792969,315.510009765625,316.71990966796875,1291824,642.2999877929688,642.3800048828125,639.260009765625,641.2349853515625,717898
2025-12-01 20:30:00+00:00,234.49000549316406,234.5500030517578,233.3300018310547,233.9499969482422,2877925,109.05500030517578,109.33000183105469,108.73580169677734,109.19000244140625,2409885,281.9200134277344,283.4100036621094,281.7300109863281,283.32000732421875,5357873,316.69000244140625,316.75,314.0400085449219,315.2300109863281,2541283,641.2650146484375,642.4000244140625,639.6599731445312,640.9099731445312,999967
