Ticker,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-15 14:30:00+00:00,721.239990234375,723.9000244140625,717.5999755859375,719.27001953125,1545413,250.8699951171875,251.4691925048828,249.8000030517578,249.85989379882812,3430819,1214.875,1219.6199951171875,1212.2900390625,1216.81005859375,235499,216.22000122070312,216.74000549316406,215.14999389648438,215.44000244140625,7726538,251.97000122070312,252.75999450683594,250.41099548339844,251.00999450683594,1835298
2025-10-15 15:30:00+00:00,719.2999877929688,719.9400024414062,713.5750122070312,717.6199951171875,960983,249.82000732421875,250.04969787597656,248.72000122070312,249.77499389648438,2879510,1216.8499755859375,1219.10498046875,1212.0,1212.0,217204,215.4499969482422,215.6999969482422,214.14999389648438,215.42010498046875,5487150,250.9398956298828,251.13999938964844,249.22999572753906,249.99000549316406,1219453
2025-10-15 16:30:00+00:00,717.4299926757812,718.3599853515625,709.510009765625,712.3499755859375,754696,249.77999877929688,249.9499053955078,247.47999572753906,248.0904998779297,2290291,1211.8599853515625,1213.2099609375,1203.373046875,1205.4212646484375,190657,215.4600067138672,215.5399932861328,212.66000366210938,213.61500549316406,5527751,249.94000244140625,250.26499938964844,247.44000244140625,248.23500061035156,994289
2025-10-15 17:30:00+00:00,712.5549926757812,717.1400146484375,712.1199951171875,716.3699951171875,553669,248.10499572753906,249.8000030517578,248.0500030517578,249.64700317382812,1934212,1206.114990234375,1210.3299560546875,1203.2099609375,1203.9649658203125,146139,213.63499450683594,215.0,213.47000122070312,214.8000030517578,3033134,248.1905059814453,250.7095947265625,248.1905059814453,250.47000122070312,802770
2025-10-15 18:30:00+00:00,716.4199829101562,718.6199951171875,716.1099853515625,716.6799926757812,520203,249.64999389648438,250.10000610351562,249.47999572753906,249.9199981689453,2139459,1203.5699462890625,1208.1318359375,1203.5699462890625,1207.5679931640625,142725,214.7801055908203,215.27499389648438,214.58999633789062,215.18099975585938,3060567,250.47999572753906,251.64999389648438,250.39999389648438,251.17999267578125,1348683
2025-10-15 19:30:00+00:00,716.6799926757812,717.780029296875,714.8900146484375,717.780029296875,958803,249.92999267578125,250.07000732421875,248.1699981689453,249.42999267578125,4229173,1207.9599609375,1208.530029296875,1201.6700439453125,1203.2900390625,247509,215.18499755859375,215.64999389648438,214.72000122070312,215.6300048828125,3884561,251.1699981689453,251.7899932861328,250.4199981689453,251.72900390625,1885384
2025-10-16 13:30:00+00:00,717.5599975585938,725.489990234375,717.489990234375,719.9301147460938,2035894,248.27000427246094,248.3800048828125,246.17999267578125,247.50999450683594,9564057,1212.1500244140625,1216.7099609375,1198.2166748046875,1200.3199462890625,600363,215.6699981689453,218.58999633789062,215.2899932861328,217.5749969482422,9257748,252.47000122070312,257.5799865722656,252.38999938964844,255.42999267578125,5904503
2025-10-16 14:30:00+00:00,719.8350219726562,722.114990234375,718.6099853515625,719.125,786962,247.49000549316406,249.0399932861328,247.48170471191406,248.23500061035156,4826932,1199.8199462890625,1208.6600341796875,1195.27001953125,1195.280029296875,338437,217.5970001220703,218.53500366210938,216.5153045654297,216.75999450683594,3851239,255.5413055419922,256.9100036621094,254.72999572753906,254.85000610351562,1906922
2025-10-16 15:30:00+00:00,719.0700073242188,720.3989868164062,712.8001098632812,713.1500244140625,868860,248.1699981689453,248.66310119628906,247.03500366210938,247.72000122070312,3305994,1195.0,1196.3499755859375,1188.263671875,1189.06005859375,347924,216.75,217.0399932861328,215.4300994873047,215.5,3656254,254.80999755859375,255.42999267578125,252.8336944580078,252.9149932861328,1403542
2025-10-16 16:30:00+00:00,712.5,713.780029296875,709.5401000976562,711.9500122070312,979445,247.70010375976562,247.7720947265625,246.0399932861328,247.22000122070312,4045208,1188.510009765625,1189.969970703125,1181.1258544921875,1188.77001953125,336606,215.5,215.86000061035156,213.8800048828125,215.52999877929688,5533686,252.88999938964844,253.75,251.50999450683594,253.5,1467532
2025-10-16 17:30:00+00:00,711.8200073242188,712.72998046875,703.8800048828125,705.4365234375,1075991,247.22000122070312,247.4199981689453,245.25999450683594,245.66000366210938,3995746,1188.77001953125,1189.58984375,1177.9100341796875,1180.1573486328125,239168,215.50999450683594,215.75999450683594,213.13999938964844,213.17999267578125,4659136,253.4600067138672,253.72999572753906,250.6699981689453,251.64100646972656,1237440
2025-10-16 18:30:00+00:00,705.4349975585938,710.5,704.3599853515625,708.5599975585938,888484,245.63999938964844,247.02000427246094,245.1300048828125,246.5500030517578,3603265,1179.4100341796875,1182.5,1176.155029296875,1179.4000244140625,239063,213.1999969482422,214.8699951171875,212.8101043701172,214.07000732421875,5234988,251.64439392089844,252.86000061035156,250.91000366210938,252.11000061035156,1346462
2025-10-16 19:30:00+00:00,708.5599975585938,713.0,707.7239990234375,712.0599975585938,963254,246.55999755859375,247.91000366210938,246.35000610351562,247.42999267578125,3734949,1179.6300048828125,1185.125,1177.8499755859375,1183.2249755859375,406051,214.10000610351562,215.0,213.63999938964844,214.47000122070312,4346792,252.15049743652344,252.74000549316406,251.61000061035156,251.8800048828125,2758143
2025-10-17 13:30:00+00:00,707.0750122070312,715.739990234375,706.1199951171875,713.8200073242188,2995068,248.02000427246094,250.32000732421875,247.27000427246094,249.5601043701172,11142993,1183.5999755859375,1196.0,1178.9599609375,1194.6199951171875,659310,214.55999755859375,214.8000030517578,212.6199951171875,213.9600067138672,10392685,251.34500122070312,252.88999938964844,248.58999633789062,252.1300048828125,4548744
2025-10-17 14:30:00+00:00,713.7050170898438,713.989990234375,707.3599853515625,708.9603881835938,1305341,249.6439971923828,249.86000061035156,248.22999572753906,248.47999572753906,3459331,1194.47998046875,1197.041015625,1188.8199462890625,1189.9300537109375,471388,213.96499633789062,213.96499633789062,211.1199951171875,211.58999633789062,7630123,252.0800018310547,252.47999572753906,250.625,251.0399932861328,2490852
2025-10-17 15:30:00+00:00,708.894775390625,713.5900268554688,706.8099975585938,712.6900024414062,1121503,248.47999572753906,250.35000610351562,248.09719848632812,250.29649353027344,4277714,1189.9200439453125,1199.1319580078125,1185.5899658203125,1197.25,383715,211.59500122070312,213.24000549316406,211.02999877929688,213.05999755859375,6111493,251.05999755859375,253.67999267578125,250.33999633789062,253.5500030517578,1602856
2025-10-17 16:30:00+00:00,712.9000244140625,713.6900024414062,710.1408081054688,711.8499755859375,644011,250.29330444335938,251.36000061035156,250.27520751953125,250.81500244140625,6063960,1197.64501953125,1200.1600341796875,1193.010009765625,1194.2850341796875,195281,213.0449981689453,213.28860473632812,212.1199951171875,212.36639404296875,3793387,253.5500030517578,253.92990112304688,251.83999633789062,252.3524932861328,1283842
2025-10-17 17:30:00+00:00,711.7000732421875,716.8300170898438,711.1500854492188,716.3200073242188,1866966,250.8000030517578,252.53500366210938,250.2449951171875,252.3000030517578,3952984,1195.0599365234375,1201.75,1194.6099853515625,1201.25,303805,212.3350067138672,213.7899932861328,212.05499267578125,213.68499755859375,3603787,252.3000030517578,254.8769989013672,252.22999572753906,254.3000030517578,1256385
2025-10-17 18:30:00+00:00,716.5800170898438,717.5399780273438,715.4199829101562,717.1649780273438,782473,252.2823944091797,252.82000732421875,251.6999969482422,252.75999450683594,3982655,1201.1300048828125,1203.1199951171875,1198.94580078125,1201.2874755859375,239302,213.67999267578125,213.76499938964844,212.94000244140625,213.25999450683594,3656818,254.28550720214844,254.4499969482422,253.11000061035156,253.8300018310547,1424354
2025-10-17 19:30:00+00:00,717.0700073242188,718.5399780273438,716.010009765625,716.6699829101562,1405410,252.75,253.3800048828125,252.1199951171875,252.3000030517578,7247788,1200.1500244140625,1201.3599853515625,1198.7900390625,1199.3699951171875,270817,213.25,213.3800048828125,212.77999877929688,213.0500030517578,4248314,253.83999633789062,254.2100067138672,253.36000061035156,253.82000732421875,2057389
2025-10-20 13:30:00+00:00,721.25,732.27001953125,720.1799926757812,731.72998046875,2719056,255.88499450683594,259.8699951171875,255.6300048828125,259.5050048828125,19526731,1207.875,1226.239990234375,1206.9000244140625,1224.75,1115449,213.8000030517578,215.3699951171875,213.58999633789062,215.3300018310547,8658353,255.16000366210938,256.8699951171875,254.60000610351562,256.5950012207031,3376052
2025-10-20 14:30:00+00:00,731.6900024414062,732.3699951171875,728.8099975585938,729.9299926757812,1093441,259.489990234375,263.54998779296875,259.07000732421875,262.57000732421875,20690049,1225.3399658203125,1234.300048828125,1223.530029296875,1233.93701171875,452425,215.33999633789062,215.66000366210938,214.55999755859375,214.64999389648438,4483248,256.5950012207031,257.04998779296875,255.97999572753906,256.8699951171875,1417687
2025-10-20 15:30:00+00:00,730.0999755859375,731.7088012695312,728.5,731.1300048828125,864571,262.54998779296875,264.375,262.4175109863281,263.489990234375,13764809,1234.2327880859375,1236.5,1231.449951171875,1235.52001953125,353208,214.65499877929688,215.1909942626953,214.49000549316406,214.8800048828125,2935631,256.8900146484375,257.8699951171875,256.6400146484375,256.8599853515625,1229691
2025-10-20 16:30:00+00:00,731.1099853515625,732.5499877929688,729.8300170898438,732.0,627716,263.4800109863281,264.2099914550781,262.6499938964844,263.1650085449219,8089517,1235.75,1241.449951171875,1234.820068359375,1240.9957275390625,301028,214.8699951171875,216.0500030517578,214.67999267578125,215.7100067138672,2596339,256.8500061035156,257.5199890136719,256.6476135253906,256.75,936526
2025-10-20 17:30:00+00:00,732.125,733.5598754882812,731.9000244140625,733.1500244140625,742534,263.17999267578125,263.8299865722656,262.7900085449219,263.7300109863281,4756799,1241.364013671875,1247.760009765625,1240.47998046875,1245.1710205078125,389727,215.6811065673828,216.14999389648438,215.52999877929688,215.72000122070312,2303812,256.760009765625,257.0899963378906,256.3800048828125,256.7300109863281,611303
2025-10-20 18:30:00+00:00,733.1400146484375,733.77001953125,731.3300170898438,733.02001953125,738067,263.739990234375,263.80999755859375,263.0400085449219,263.4200134277344,5423277,1245.2379150390625,1245.25,1237.0400390625,1239.93603515625,383346,215.72000122070312,216.60800170898438,215.66000366210938,216.35499572753906,3054110,256.760009765625,257.5199890136719,256.4949951171875,256.9700012207031,1119155
2025-10-20 19:30:00+00:00,733.0750122070312,733.0750122070312,731.52001953125,732.3900146484375,949556,263.44000244140625,263.8500061035156,261.92999267578125,262.2300109863281,8021467,1239.9849853515625,1241.68505859375,1237.0,1238.97998046875,383592,216.36000061035156,216.64999389648438,216.22999572753906,216.47000122070312,3035312,256.95001220703125,257.56170654296875,256.8389892578125,257.0799865722656,1356575
