Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 14:30:00+00:00,256.6700134277344,257.10791015625,255.60000610351562,256.3789978027344,4531854,1184.3299560546875,1201.364990234375,1184.0260009765625,1196.8575439453125,757860,221.47000122070312,222.36000061035156,220.8000030517578,221.25,4894969,711.8699951171875,715.6500244140625,709.7301025390625,711.2000122070312,2169165,249.4250030517578,249.57000732421875,247.69000244140625,248.68499755859375,1994938
2025-10-07 15:30:00+00:00,256.3900146484375,256.84979248046875,255.88999938964844,256.3384094238281,3693772,1197.3599853515625,1197.3599853515625,1188.31005859375,1189.4200439453125,336549,221.22999572753906,221.3699951171875,220.39999389648438,221.07000732421875,3249146,711.0549926757812,711.25,707.7100219726562,709.0,1209590,248.6750030517578,248.6750030517578,246.91000366210938,247.49000549316406,1466798
2025-10-07 16:30:00+00:00,256.3299865722656,256.6600036621094,255.75430297851562,255.88999938964844,2335693,1189.239990234375,1190.83984375,1183.0,1189.550048828125,254961,221.0800018310547,221.52499389648438,220.4499969482422,221.17999267578125,2419533,709.0,710.426513671875,705.75,708.1400146484375,1814891,247.49000549316406,248.0500030517578,247.08999633789062,247.94500732421875,785469
2025-10-07 17:30:00+00:00,255.86000061035156,256.1499938964844,255.42999267578125,256.06988525390625,2294433,1189.3499755859375,1190.81005859375,1186.739990234375,1187.3857421875,167901,221.1699981689453,221.33999633789062,220.5399932861328,221.13499450683594,1993381,708.1300048828125,708.8200073242188,707.02001953125,707.9542236328125,768212,247.9600067138672,248.47000122070312,247.6199951171875,248.11500549316406,1022732
2025-10-07 18:30:00+00:00,256.07000732421875,256.301513671875,255.91009521484375,256.0199890136719,2361474,1187.56884765625,1193.489990234375,1186.6099853515625,1189.4100341796875,214320,221.13999938964844,221.4600067138672,220.9550018310547,221.1999969482422,2192995,707.905029296875,710.3499755859375,707.844970703125,709.2000122070312,659199,248.10000610351562,248.33999633789062,247.5019989013672,247.64500427246094,917732
2025-10-07 19:30:00+00:00,256.0199890136719,256.6199951171875,255.9199981689453,256.489990234375,3978516,1189.990966796875,1194.050048828125,1189.1099853515625,1191.5799560546875,311962,221.2050018310547,222.02000427246094,221.19000244140625,221.8000030517578,3030056,709.280029296875,714.0,709.280029296875,712.9199829101562,1252769,247.64999389648438,247.8000030517578,246.80999755859375,247.1199951171875,1567594
2025-10-08 13:30:00+00:00,256.5299987792969,258.19000244140625,256.1099853515625,257.8399963378906,8459277,1197.1099853515625,1210.780029296875,1192.0,1207.31005859375,746771,222.94500732421875,223.47999572753906,221.19000244140625,223.18499755859375,9677112,713.510009765625,716.3099975585938,707.8099975585938,713.375,2928898,246.25,247.19000244140625,245.08999633789062,246.87759399414062,2982100
2025-10-08 14:30:00+00:00,257.8599853515625,258.4549865722656,257.20001220703125,258.0400085449219,4427277,1207.5174560546875,1209.5,1201.469970703125,1206.81005859375,304303,223.1699981689453,224.3699951171875,223.08999633789062,223.97999572753906,5512152,713.5599975585938,718.2498779296875,713.4099731445312,717.4299926757812,1301633,246.85000610351562,247.25999450683594,245.3000946044922,246.35000610351562,1546167
2025-10-08 15:30:00+00:00,258.05499267578125,258.5199890136719,257.55999755859375,258.20001220703125,2832234,1207.469970703125,1213.4599609375,1206.5201416015625,1211.449951171875,246095,223.97000122070312,225.16000366210938,223.76499938964844,225.02999877929688,4699488,717.39501953125,718.3699951171875,715.0,716.232177734375,906102,246.35499572753906,246.6199951171875,245.85000610351562,246.07000732421875,1334538
2025-10-08 16:30:00+00:00,258.19000244140625,258.32501220703125,257.625,257.92498779296875,2099955,1211.280029296875,1212.8199462890625,1209.530029296875,1211.25,159531,225.02000427246094,225.88999938964844,224.36000061035156,225.87669372558594,4541566,716.0800170898438,717.6099243164062,714.4600219726562,717.4348754882812,865509,246.0399932861328,246.10000610351562,245.1699981689453,245.86000061035156,1085121
2025-10-08 17:30:00+00:00,257.92498779296875,258.20001220703125,257.6499938964844,257.9150085449219,2280625,1211.25,1214.300048828125,1210.3299560546875,1210.7208251953125,292542,225.86000061035156,226.72999572753906,225.52000427246094,226.61000061035156,4973938,717.5700073242188,719.6500244140625,717.2100219726562,717.8400268554688,1208410,245.8612060546875,246.17999267578125,245.3249969482422,245.63499450683594,979080
2025-10-08 18:30:00+00:00,257.8999938964844,258.42999267578125,257.739990234375,258.25,2564469,1211.1099853515625,1213.300048828125,1210.5999755859375,1212.9150390625,148260,226.6199951171875,226.67999267578125,224.5449981689453,225.39999389648438,6431931,717.885009765625,719.4400024414062,716.7100219726562,719.0900268554688,869803,245.64999389648438,246.0500030517578,245.42999267578125,245.76499938964844,1363197
2025-10-08 19:30:00+00:00,258.239990234375,258.489990234375,257.8800048828125,258.0299987792969,4214118,1212.9100341796875,1217.0,1211.719970703125,1214.260009765625,470143,225.39500427246094,225.61990356445312,224.82000732421875,225.1999969482422,5687049,719.1199951171875,719.409912109375,716.6300048828125,717.8300170898438,1026452,245.74000549316406,245.96499633789062,245.14999389648438,245.4949951171875,1771672
2025-10-09 13:30:00+00:00,257.3299865722656,257.3599853515625,254.8090057373047,254.97999572753906,8612385,1213.1300048828125,1232.114990234375,1212.56005859375,1229.93994140625,803095,224.00999450683594,224.06500244140625,221.8699951171875,222.6999969482422,10710625,718.5399780273438,719.989990234375,713.27001953125,719.6900024414062,2955374,244.5800018310547,244.85000610351562,242.10000610351562,242.41000366210938,5015274
2025-10-09 14:30:00+00:00,254.5800018310547,255.1199951171875,254.57009887695312,254.89500427246094,4441161,1229.7449951171875,1229.989990234375,1227.1600341796875,1227.199951171875,329218,222.11000061035156,223.10000610351562,221.85000610351562,223.10000610351562,5438165,717.5198974609375,719.8200073242188,717.010009765625,719.4031982421875,1519280,241.3000030517578,241.46279907226562,240.3699951171875,240.46499633789062,4216186
2025-10-09 15:30:00+00:00,254.47000122070312,254.61000061035156,253.8260955810547,253.84500122070312,4409804,1230.3800048828125,1231.969970703125,1227.9000244140625,1230.97998046875,184395,223.2949981689453,224.3699951171875,223.13999938964844,224.16299438476562,4286832,723.5499877929688,728.7979736328125,723.1699829101562,727.5800170898438,1857658,240.3249969482422,242.1300048828125,239.80099487304688,241.72000122070312,1908924
2025-10-09 16:30:00+00:00,253.8800048828125,254.00999450683594,253.2030029296875,253.4575958251953,2710789,1230.6199951171875,1235.5799560546875,1230.6199951171875,1235.5799560546875,457057,224.2899932861328,224.44000244140625,223.56500244140625,223.86000061035156,2718786,726.5750122070312,727.385009765625,724.9000854492188,726.1799926757812,1148043,241.88499450683594,242.02000427246094,241.50999450683594,241.50999450683594,898451
2025-10-09 17:30:00+00:00,253.72999572753906,253.72999572753906,253.41009521484375,253.55999755859375,2363786,1236.300048828125,1236.5,1232.0001220703125,1232.0008544921875,157293,223.89999389648438,226.27000427246094,223.89999389648438,226.27000427246094,5200414,727.6295166015625,730.4760131835938,727.4019775390625,730.280029296875,1144250,241.27999877929688,241.50999450683594,241.04440307617188,241.28500366210938,1187531
2025-10-09 18:30:00+00:00,253.44000244140625,254.08999633789062,253.41000366210938,253.89999389648438,3949781,1234.364990234375,1237.125,1234.364990234375,1236.2501220703125,245646,226.13999938964844,227.0449981689453,226.07000732421875,227.0449981689453,6205429,729.0997924804688,732.3499755859375,728.989990234375,730.5701293945312,1047876,241.33999633789062,241.8300018310547,241.26950073242188,241.75999450683594,849459
2025-10-09 19:30:00+00:00,253.69000244140625,254.27000427246094,253.63999938964844,253.97999572753906,3200147,1234.7650146484375,1235.0,1231.8399658203125,1232.489990234375,291366,226.71499633789062,228.10000610351562,226.6118927001953,227.6199951171875,5519724,731.8250122070312,733.239990234375,731.8250122070312,733.1199951171875,1092659,241.7449951171875,241.87860107421875,241.59500122070312,241.64999389648438,981677
